"Dynamic Send: Asset Title","Original Industry","Product Interest","Producer","Region","Country","Language","Contact Type","Company Size","Industry","Dynamic Send: Created Date","Start Date","Expiration Date","Sub-Region","Product","Dynamic Send: Record Type","Asset Type"
"IL_AI Guide for SMBs","","Agentforce Sales; Agentforce Service; Einstein AI; Marketing Cloud; Marketing Cloud Account Engagement; Sales Cloud Essentials; Salesforce Customer 360; Service Cloud Essentials","Erika Torchia","EMEA","Israel","English","Customer; Prospect","SB; ESB; SMB; SMB SNR; GRB; MM; GB; EBU","","9/25/2024","10/9/2024","","Israel","Einstein AI","Generic","Guide"
"AE_AI Guide for SMBs","","Agentforce Sales; Agentforce Service; Einstein AI; Marketing Cloud; Marketing Cloud Account Engagement; Sales Cloud Essentials; Salesforce Customer 360; Service Cloud Essentials","Erika Torchia","EMEA","United Arab Emirates","English","Customer; Prospect","SB; ESB; SMB; SMB SNR; GRB; MM; GB; EBU","","9/25/2024","10/9/2024","","MDE","Einstein AI","Generic","Guide"
"IE_AI Guide for SMBs","","Agentforce Sales; Agentforce Service; Einstein AI; Marketing Cloud; Marketing Cloud Account Engagement; Sales Cloud Essentials; Salesforce Customer 360; Service Cloud Essentials","Erika Torchia","EMEA","Ireland","English","Customer; Prospect","ESB; SMB; MM; GB","","8/30/2024","9/17/2024","","Ireland","Einstein AI","Generic","Guide"
"UK_AI Guide for SMBs","","Agentforce Sales; Agentforce Service; Einstein AI; Marketing Cloud; Marketing Cloud Account Engagement; Sales Cloud Essentials; Salesforce Customer 360; Service Cloud Essentials","Erika Torchia","EMEA","Gibraltar; Guernsey; Jersey; United Kingdom","English","Customer; Prospect","ESB; SMB; MM; GB","","7/19/2024","9/5/2024","","UK","Einstein AI","Generic","Guide"
"PT_3 Things CIOs Really Want from AI","","Agentforce; Einstein AI","Alessia Zucco","EMEA","Portugal","Portuguese","Customer; Prospect","ESB; GRB; MM; GB","","6/17/2025","6/18/2025","6/17/2026","Portugal","Einstein AI","Generic","Guide"
"ZA_AI Guide for SMBs","","Agentforce Sales; Agentforce Service; Einstein AI; Marketing Cloud; Marketing Cloud Account Engagement; Sales Cloud Essentials; Salesforce Customer 360; Service Cloud Essentials","Alessia Zucco","EMEA","South Africa","English","Customer; Prospect","SB; ESB; SMB; SMB SNR; GRB; MM","","5/20/2025","5/20/2025","9/5/2026","Africa","Einstein AI","Generic","Guide"
"LU ConsensusQ AI Data CRM Overview","","Agentforce Sales; Agentforce Service; Einstein AI; High Velocity Sales; Platform; Salesforce Customer 360","Mamun Rahman","EMEA","Luxembourg","English","Customer; Prospect","SB; SMB; MM; GB; EBU","","1/15/2025","1/16/2025","","Luxembourg","Einstein AI","Generic","Video (Non Demo)"
"DK ConsensusQ AI Data CRM Overview","","Agentforce Sales; Agentforce Service; Einstein AI; High Velocity Sales; Platform; Salesforce Customer 360","Mamun Rahman","EMEA","Denmark","English","Customer; Prospect","SB; ESB; SMB; SMB SNR; GRB; MM; GB; EBU","","1/15/2025","1/16/2025","","Denmark","Einstein AI","Generic","Video (Non Demo)"
"FI ConsensusQ AI Data CRM Overview","","Agentforce Sales; Agentforce Service; Einstein AI; High Velocity Sales; Platform; Salesforce Customer 360","Mamun Rahman","EMEA","Finland","English","Customer; Prospect","SB; ESB; SMB; SMB SNR; GRB; MM; GB; EBU","","1/15/2025","1/16/2025","","Finland","Einstein AI","Generic","Video (Non Demo)"
"SE ConsensusQ AI Data CRM Overview","","Agentforce Sales; Agentforce Service; Einstein AI; High Velocity Sales; Platform; Salesforce Customer 360","Mamun Rahman","EMEA","Sweden","English","Customer; Prospect","SB; ESB; SMB; SMB SNR; GRB; MM; GB; EBU","","1/15/2025","1/16/2025","","Sweden","Einstein AI","Generic","Video (Non Demo)"
"NO ConsensusQ AI Data CRM Overview","","Agentforce Sales; Agentforce Service; Einstein AI; High Velocity Sales; Platform; Salesforce Customer 360","Mamun Rahman","EMEA","Norway","English","Customer; Prospect","SB; ESB; SMB; SMB SNR; GRB; MM; GB; EBU","","1/15/2025","1/16/2025","","Norway","Einstein AI","Generic","Video (Non Demo)"
"UK ConsensusQ AI Data CRM Overview","","Agentforce Sales; Agentforce Service; Einstein AI; High Velocity Sales; Platform; Salesforce Customer 360","Mamun Rahman","EMEA","United Kingdom","English","Customer; Prospect","ESB; SMB; MM; GB","","10/11/2024","10/11/2024","","UK","Einstein AI","Generic","Video (Non Demo)"
"Medtech Playbook","","","Mamun Rahman","EMEA","Liechtenstein; Switzerland","English","Customer; Prospect","ESB; SMB; SMB SNR; MM; GB","Healthcare & Life Sciences","12/19/2024","12/31/2024","","Switzerland & Liechtenstein","Einstein AI","Industry","Guide"
"FR_GIM_Einstein AI_data-ai-trends-report","","","Maxime Gilloteaux","EMEA","France","French","Customer; Prospect","GRB; GB","Communications & Media","10/8/2025","10/28/2025","10/8/2026","France","Einstein AI","Industry","Guide"
"Revolutionizing HCP Webinar","","","Mamun Rahman","EMEA","Liechtenstein; Switzerland","English","Customer; Prospect","ESB; SMB; SMB SNR; MM; GB","Healthcare & Life Sciences","1/7/2025","1/10/2025","","Switzerland & Liechtenstein","Einstein AI","Industry","On-Demand Webinar"
"UK_ConsensusQ AI Data CRM Overview_Travel_Transp_Hosp","","","Chimezie Anosike","EMEA","Gibraltar; Guernsey; Jersey; United Kingdom","English","Customer; Prospect","ESB; SMB; MM; GB","Travel, Transportation, & Hospitality","2/21/2025","2/21/2025","","UK","Einstein AI","Industry","Video (Non Demo)"
"ConsensusQ AI Data CRM Overview_ProServ","","","Chimezie Anosike","EMEA","Gibraltar; Guernsey; Jersey; United Kingdom","English","Customer; Prospect","ESB; SMB; MM; GB","Professional Services","2/21/2025","3/18/2025","","UK","Einstein AI","Industry","Video (Non Demo)"
"ConsensusQ AI Data CRM Overview Engin_Const_RE","","","Chimezie Anosike","EMEA","Gibraltar; Guernsey; Jersey; United Kingdom","English","Customer; Prospect","ESB; SMB; MM; GB","Engineering, Construction, & Real Estate","2/21/2025","2/21/2025","","UK","Einstein AI","Industry","Video (Non Demo)"
"IT - Retail Loyalty Program Guide 2025","","","Alessia Zucco","EMEA","Holy See; Italy; San Marino","Italian","Customer; Prospect","SB; GRB; MM; GB; EBU","Retail & CG","8/18/2025","8/19/2025","8/18/2026","Italy","Loyalty Management","Industry","Guide"
"CH_Skechers Story","","Agentforce Commerce; Commerce B2B; Marketing Cloud; Multi-Product","Moritz Kaiser","EMEA","Liechtenstein; Switzerland","English","Customer; Prospect","ESB; SMB; SMB SNR; MM; GB","","4/24/2026","4/27/2026","4/30/2027","Switzerland & Liechtenstein","Marketing Cloud","Generic","Blog"
"PL_Marketing Cloud_Contact Me","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Alessia Zucco","EMEA","Poland","English","Prospect","SMB; MM; GB; EBU","","2/19/2025","2/19/2025","12/31/2026","CEE","Marketing Cloud","Generic","Contact Me"
"PL_Marketing Cloud_Contact Me","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Alessia Zucco","EMEA","Poland","English","Customer","SMB; MM; GB; EBU","","2/20/2025","2/20/2025","12/31/2026","CEE","Marketing Cloud","Generic","Contact Me"
"ES_GFM_Marketing Cloud_marketingcloud_contactme","","Marketing Cloud; Marketing Cloud Intelligence","Alessia Zucco","EMEA","Spain","Spanish","Customer; Prospect","GRB; MM; GB; EBU","","11/6/2025","11/7/2025","11/6/2026","Spain","Marketing Cloud","Generic","Contact Me"
"DE_General Mills Success Story_new","","Marketing Cloud","Carolin Schmitz","EMEA","Austria","German","Customer; Prospect","ESB; SMB; SMB SNR; MM; GB","","9/9/2025","9/9/2025","9/8/2026","Austria","Marketing Cloud","Generic","Customer Story"
"DE_General Mills Success Story_new","","Marketing Cloud","Carolin Schmitz","EMEA","Germany","German","Customer; Prospect","ESB; SMB; SMB SNR; MM; GB","","9/9/2025","9/9/2025","9/8/2026","Germany","Marketing Cloud","Generic","Customer Story"
"SFDO-ES-EDU-Marketing Cloud for R&A Demo","","Agentforce Education","Christopher Stratton","EMEA","Spain","Spanish","Customer; Prospect","SB; ESB; SMB; SMB SNR; GRB; MM; GB; EBU","","10/18/2023","10/23/2023","","Spain","Marketing Cloud","Generic","Demo"
"SFDO-EMEA-EDU-Marketing Cloud for R&A Demo","","Agentforce Education","Christopher Stratton","EMEA","United Kingdom","English","Customer; Prospect","ESB; SMB; MM; GB","","6/13/2023","2/1/2024","","UK","Marketing Cloud","Generic","Demo"
"FY27Q2_DK_GFM_Cloud_distributed-marketing-demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Hayley Arnold","EMEA","Denmark; Faroe Islands; Greenland","English","Customer; Prospect","MM; GB; EBU","","4/29/2026","5/1/2026","","Denmark","Marketing Cloud","Generic","Demo"
"FY27Q2_FI_GFM_Cloud_distributed-marketing-demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Hayley Arnold","EMEA","Finland","English","Customer; Prospect","MM; GB; EBU","","4/29/2026","5/1/2026","","Finland","Marketing Cloud","Generic","Demo"
"FY27Q2_UAE_GFM_Cloud_distributed-marketing-demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Hayley Arnold","EMEA","United Arab Emirates","English","Customer; Prospect","MM; GB; EBU","","4/29/2026","5/1/2026","","MDE","Marketing Cloud","Generic","Demo"
"FY27Q2_ZA_GFM_Cloud_distributed-marketing-demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Hayley Arnold","EMEA","South Africa","English","Customer; Prospect","MM; GB; EBU","","4/29/2026","5/1/2026","","Africa","Marketing Cloud","Generic","Demo"
"FY27Q2_PL_GFM_Cloud_distributed-marketing-demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Hayley Arnold","EMEA","Poland","English","Customer; Prospect","MM; GB; EBU","","4/29/2026","5/1/2026","","CEE","Marketing Cloud","Generic","Demo"
"FY27Q2_PT_GFM_Cloud_distributed-marketing-demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Hayley Arnold","EMEA","Portugal","English","Customer; Prospect","MM; GB; EBU","","4/29/2026","5/1/2026","","Portugal","Marketing Cloud","Generic","Demo"
"FY27Q2_NO_GFM_Cloud_distributed-marketing-demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Hayley Arnold","EMEA","Norway","English","Customer; Prospect","MM; GB; EBU","","4/29/2026","5/1/2026","","Norway","Marketing Cloud","Generic","Demo"
"FY27Q2_BE_GFM_Cloud_distributed-marketing-demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Hayley Arnold","EMEA","Belgium","English","Customer; Prospect","MM; GB; EBU","","4/29/2026","5/1/2026","","Belgium","Marketing Cloud","Generic","Demo"
"FY27Q2_GB_GFM_Cloud_distributed-marketing-demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Hayley Arnold","EMEA","Gibraltar; Guernsey; Jersey; United Kingdom","English","Customer; Prospect","MM; GB","","4/29/2026","5/2/2026","","UK","Marketing Cloud","Generic","Demo"
"FY27Q2_SA_GFM_Cloud_distributed-marketing-demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Hayley Arnold","EMEA","Saudi Arabia","English","Customer; Prospect","MM; GB; EBU","","4/29/2026","5/1/2026","","MDE","Marketing Cloud","Generic","Demo"
"FY27Q2_IL_GFM_Cloud_distributed-marketing-demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Hayley Arnold","EMEA","Israel","English","Customer; Prospect","MM; GB; EBU","","4/29/2026","5/1/2026","","Israel","Marketing Cloud","Generic","Demo"
"FY27Q2_SE_GFM_Cloud_distributed-marketing-demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Hayley Arnold","EMEA","Sweden","English","Customer; Prospect","MM; GB; EBU","","4/29/2026","5/1/2026","","Sweden","Marketing Cloud","Generic","Demo"
"FY27Q2_CH_GFM_Cloud_distributed-marketing-demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Hayley Arnold","EMEA","Switzerland","English","Customer; Prospect","MM; GB","","4/29/2026","5/1/2026","","Switzerland & Liechtenstein","Marketing Cloud","Generic","Demo"
"FY27Q2_CH_GFM_Cloud_cross-channel-b2b","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Hayley Arnold","EMEA","Switzerland","English","Customer; Prospect","MM; GB","","5/20/2026","5/22/2026","","Switzerland & Liechtenstein","Marketing Cloud","Generic","Demo"
"FY27Q2_DK_GFM_Cloud_cross-channel-b2b","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Hayley Arnold","EMEA","Denmark","English","Customer; Prospect","MM; GB; EBU","","5/20/2026","5/22/2026","","Denmark","Marketing Cloud","Generic","Demo"
"FY27Q2_SE_GFM_Cloud_cross-channel-b2b","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Hayley Arnold","EMEA","Sweden","English","Customer; Prospect","MM; GB; EBU","","5/20/2026","5/22/2026","","Sweden","Marketing Cloud","Generic","Demo"
"FY27Q2_SA_GFM_Cloud_cross-channel-b2b","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Hayley Arnold","EMEA","Saudi Arabia","English","Customer; Prospect","MM; GB; EBU","","5/20/2026","5/22/2026","","MDE","Marketing Cloud","Generic","Demo"
"FY27Q2_UAE_GFM_Cloud_cross-channel-b2b","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Hayley Arnold","EMEA","United Arab Emirates","English","Customer; Prospect","MM; GB; EBU","","5/20/2026","5/22/2026","","MDE","Marketing Cloud","Generic","Demo"
"FY27Q2_ZA_GFM_Cloud_cross-channel-b2b","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Hayley Arnold","EMEA","South Africa","English","Customer; Prospect","MM; GB; EBU","","5/20/2026","5/22/2026","","Africa","Marketing Cloud","Generic","Demo"
"FY27Q2_PL_GFM_Cloud_cross-channel-b2b","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Hayley Arnold","EMEA","Poland","English","Customer; Prospect","MM; GB; EBU","","5/20/2026","5/22/2026","","CEE","Marketing Cloud","Generic","Demo"
"FY27Q2_PT_GFM_Cloud_cross-channel-b2b","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Hayley Arnold","EMEA","Portugal","English","Customer; Prospect","MM; GB; EBU","","5/20/2026","5/22/2026","","Portugal","Marketing Cloud","Generic","Demo"
"FY27Q2_IL_GFM_Cloud_cross-channel-b2b","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Hayley Arnold","EMEA","Israel","English","Customer; Prospect","MM; GB; EBU","","5/20/2026","5/22/2026","","Israel","Marketing Cloud","Generic","Demo"
"FY27Q2_BE_GFM_Cloud_cross-channel-b2b","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Hayley Arnold","EMEA","Belgium","English","Customer; Prospect","MM; GB; EBU","","5/20/2026","5/22/2026","","Belgium","Marketing Cloud","Generic","Demo"
"FY27Q2_NO_GFM_Cloud_cross-channel-b2b","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Hayley Arnold","EMEA","Norway","English","Customer; Prospect","MM; GB; EBU","","5/20/2026","5/22/2026","","Norway","Marketing Cloud","Generic","Demo"
"FY27Q2_FI_GFM_Cloud_cross-channel-b2b","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Hayley Arnold","EMEA","Finland","English","Customer; Prospect","MM; GB; EBU","","5/20/2026","5/22/2026","","Finland","Marketing Cloud","Generic","Demo"
"FY27Q2_GB_GFM_Cloud_cross-channel-b2b","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Melissa Dryer","EMEA","Gibraltar; Guernsey; Jersey; United Kingdom","English","Customer; Prospect","MM; GB","","5/20/2026","5/21/2026","","UK","Marketing Cloud","Generic","Demo"
"IE_Account Based Marketing Demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Shane Hudson","EMEA","Ireland","English","Customer; Prospect","MM; GB","","2/14/2025","1/8/2026","12/31/2026","Ireland","Marketing Cloud","Generic","Demo"
"DE_Marketing + Service Demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Shane Hudson","EMEA","Germany","German","Customer; Prospect","MM; GB","","3/28/2025","1/6/2026","12/31/2026","Germany","Marketing Cloud","Generic","Demo"
"FI_Marketing and Service Demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Shane Hudson","EMEA","Finland","English","Customer; Prospect","MM; GB; EBU","","3/6/2025","1/6/2026","12/31/2026","Finland","Marketing Cloud","Generic","Demo"
"DK_Marketing and Service Demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Shane Hudson","EMEA","Denmark; Faroe Islands; Greenland","English","Customer; Prospect","MM; GB; EBU","","3/6/2025","1/6/2026","12/31/2026","Denmark","Marketing Cloud","Generic","Demo"
"SE_Marketing and Service Demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Shane Hudson","EMEA","Sweden","English","Customer; Prospect","MM; GB; EBU","","3/6/2025","1/6/2026","12/31/2026","Sweden","Marketing Cloud","Generic","Demo"
"NO_Marketing and Service Demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Shane Hudson","EMEA","Norway","English","Customer; Prospect","MM; GB; EBU","","3/6/2025","1/6/2026","12/31/2026","Norway","Marketing Cloud","Generic","Demo"
"ES_Marketing and Service Demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Shane Hudson","EMEA","Spain","Spanish","Customer; Prospect","SB; ESB; SMB; SMB SNR; GRB; MM; GB; EBU","","3/6/2025","1/6/2026","4/30/2027","Spain","Marketing Cloud","Generic","Demo"
"NL_Marketing and Service Demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Shane Hudson","EMEA","Netherlands","Dutch","Customer; Prospect","SB; ESB; SMB; SMB SNR; GRB; MM; GB","","3/6/2025","1/6/2026","4/30/2027","Netherlands","Marketing Cloud","Generic","Demo"
"GB_GFM_Manufacturing Cloud_agentforce-manufacturing-cloud-demo","","Marketing Cloud","Shane Hudson","EMEA","United Kingdom","English","Customer; Prospect","MM; GB","","1/29/2026","1/30/2026","","UK","Marketing Cloud","Generic","Demo"
"IE_GFM_Manufacturing Cloud_agentforce-and-manufacturing-cloud-for-service-demo","","Marketing Cloud","Shane Hudson","EMEA","Ireland","English","Customer; Prospect","MM; GB","","1/27/2026","1/29/2026","","Ireland","Marketing Cloud","Generic","Demo"
"GB_GFM_Manufacturing Cloud_agentforce-manufacturing-cloud-for-sales-demo","","Marketing Cloud","Shane Hudson","EMEA","United Kingdom","English","Customer; Prospect","MM; GB","","1/27/2026","1/29/2026","","UK","Marketing Cloud","Generic","Demo"
"IE_GFM_Manufacturing Cloud_agentforce-manufacturing-cloud-for-sales-demo","","Marketing Cloud","Shane Hudson","EMEA","Ireland","English","Customer; Prospect","MM; GB","","1/27/2026","1/29/2026","","Ireland","Marketing Cloud","Generic","Demo"
"IE_GFM_Health Cloud_agentforce-for-life-sciences","","Marketing Cloud","Shane Hudson","EMEA","Ireland","English","Customer; Prospect","MM; GB","","1/27/2026","1/29/2026","","Ireland","Marketing Cloud","Generic","Demo"
"GB_GFM_Health Cloud_agentforce-for-life-sciences","","Marketing Cloud","Shane Hudson","EMEA","United Kingdom","English","Customer; Prospect","MM; GB","","1/27/2026","1/29/2026","","UK","Marketing Cloud","Generic","Demo"
"PT_GFM_Health Cloud_agentforce-for-life-sciences","","Marketing Cloud","Shane Hudson","EMEA","Portugal","Portuguese","Customer; Prospect","GRB; MM; GB; EBU","","1/22/2026","1/24/2026","","Portugal","Marketing Cloud","Generic","Demo"
"PT_GFM_Marketing Cloud_crm-marketing-demo","","Marketing Cloud","Shane Hudson","EMEA","Portugal","Portuguese","Customer; Prospect","GRB; MM; GB; EBU","","1/22/2026","1/24/2026","","Portugal","Marketing Cloud","Generic","Demo"
"PT_GFM_Service Cloud_salesforce-contact-center-demo","","Marketing Cloud","Shane Hudson","EMEA","Portugal","Portuguese","Customer; Prospect","GRB; MM; GB; EBU","","1/22/2026","1/24/2026","","Portugal","Marketing Cloud","Generic","Demo"
"FR_Marketing and Service Demo","","Marketing Cloud","Maxime Gilloteaux","EMEA","France; Monaco","French","Customer; Prospect","ESB; SMB; GRB; MM; GB","","3/6/2025","3/20/2025","4/30/2027","France","Marketing Cloud","Generic","Demo"
"CH_Account Based Marketing Demo","","Marketing Cloud; Marketing Cloud Account Engagement","Erika Torchia","EMEA","Liechtenstein; Switzerland","English","Customer; Prospect","ESB; SMB; SMB SNR; MM; GB","","2/14/2025","2/19/2025","12/31/2026","Switzerland & Liechtenstein","Marketing Cloud","Generic","Demo"
"CH_Marketing Cloud and Data Cloud Demo","","Marketing Cloud","Erika Torchia","EMEA","Liechtenstein; Switzerland","English","Customer; Prospect","ESB; SMB; SMB SNR; MM; GB","","1/29/2025","1/29/2025","12/31/2026","Switzerland & Liechtenstein","Marketing Cloud","Generic","Demo"
"IE_Marketing Cloud Demo Updated","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Erika Torchia","EMEA","Ireland","English","Customer; Prospect","ESB; SMB; MM; GB","","9/3/2024","9/4/2024","","Ireland","Marketing Cloud","Generic","Demo"
"CH_Customer Data Platform Demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Carolin Schmitz","EMEA","Liechtenstein; Switzerland","English","Customer; Prospect","ESB; SMB; SMB SNR; MM; GB","","3/31/2025","5/13/2025","8/1/2026","Switzerland & Liechtenstein","Marketing Cloud","Generic","Demo"
"CH_Marketing and Service Demo","","Marketing Cloud","Carolin Schmitz","EMEA","Liechtenstein; Switzerland","English","Customer; Prospect","ESB; SMB; SMB SNR; MM; GB","","3/31/2025","5/13/2025","6/30/2026","Switzerland & Liechtenstein","Marketing Cloud","Generic","Demo"
"ZA_GFM_Agentforce Marketing_marketing-data-demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Stephen Clarke","EMEA","South Africa","English","Customer; Prospect","MM; GB; EBU","","1/6/2026","1/8/2026","1/8/2027","Africa","Marketing Cloud","Generic","Demo"
"AE_GFM_Agentforce Marketing_marketing-service-demo-whatsapp","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Stephen Clarke","EMEA","United Arab Emirates","English","Customer; Prospect","MM; GB; EBU","","1/6/2026","1/8/2026","1/8/2027","MDE","Marketing Cloud","Generic","Demo"
"AT_GFM_Agentforce Marketing_marketing-service-demo-whatsapp","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Stephen Clarke","EMEA","Austria","German","Customer; Prospect","MM; GB","","1/6/2026","1/8/2026","1/8/2027","Austria","Marketing Cloud","Generic","Demo"
"SA_GFM_Agentforce Marketing_marketing-service-demo-whatsapp","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Stephen Clarke","EMEA","Saudi Arabia; United Arab Emirates","English","Customer; Prospect","MM; GB; EBU","","1/6/2026","1/8/2026","1/8/2027","MDE","Marketing Cloud","Generic","Demo"
"NL_GFM_Agentforce Marketing_b2b-marketers-guide","","Agentforce Sales; High Velocity Sales; Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence; Sales Cloud Essentials; Sales Cloud PRM; Sales Performance Management; SPIFF","Stephen Clarke","EMEA","Netherlands","Dutch","Customer; Prospect","MM; GB","","1/26/2026","1/27/2026","1/27/2027","Netherlands","Marketing Cloud","Generic","Demo"
"DE_GFM_Agentforce Marketing_b2b-marketers-guide","","Agentforce Sales; High Velocity Sales; Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence; Sales Cloud Essentials; Sales Cloud PRM; Sales Performance Management; SPIFF","Stephen Clarke","EMEA","Germany","German","Customer; Prospect","MM; GB","","1/26/2026","1/27/2026","1/27/2027","Germany","Marketing Cloud","Generic","Demo"
"AT_GFM_Agentforce Marketing_b2b-marketers-guide","","Agentforce Sales; High Velocity Sales; Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence; Sales Cloud Essentials; Sales Cloud PRM; Sales Performance Management; SPIFF","Stephen Clarke","EMEA","Austria","German","Customer; Prospect","MM; GB","","1/26/2026","1/27/2026","1/27/2027","Austria","Marketing Cloud","Generic","Demo"
"FR_GFM_Agentforce Marketing_b2b-marketers-guide","","Agentforce Sales; High Velocity Sales; Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence; Sales Cloud Essentials; Sales Cloud PRM; Sales Performance Management; SPIFF","Stephen Clarke","EMEA","France; Monaco","French","Customer; Prospect","MM; GB","","1/26/2026","1/27/2026","1/27/2027","France","Marketing Cloud","Generic","Demo"
"SE_GFM_Agentforce Marketing_account-based-marketing-demo","","Agentforce Sales; Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence; Sales Cloud PRM; Sales Performance Management; SPIFF","Stephen Clarke","EMEA","Sweden","English","Customer; Prospect","MM; GB; EBU","","1/23/2026","1/23/2026","12/31/2026","Sweden","Marketing Cloud","Generic","Demo"
"ZA_GFM_Agentforce Marketing_crm-marketing-demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Stephen Clarke","EMEA","South Africa","English","Customer; Prospect","MM; GB; EBU","","1/23/2026","1/26/2026","1/26/2027","Africa","Marketing Cloud","Generic","Demo"
"FR_GFM_Agentforce Marketing_crm-marketing-demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Stephen Clarke","EMEA","France; Monaco","French","Customer; Prospect","MM; GB","","1/23/2026","1/26/2026","1/26/2027","France","Marketing Cloud","Generic","Demo"
"ES_GFM_Agentforce Marketing_crm-marketing-demo","","Marketing Cloud; Marketing Cloud (Social); Marketing Cloud Account Engagement; Marketing Cloud Intelligence","Stephen Clarke","EMEA","Andora; Spain","Spanish","Customer; Prospect","MM; GB; EBU","","1/23/2026","1/26/2026","1/26/2027","Spain","Marketing Cloud","Generic","Demo"
